"","orig.ident","nCount_RNA","nFeature_RNA","STIM","SAMP","PND"
"71#19#79_15","SeuratProject",408,33,"il1","AR007","P1"
"71#25#84_15","SeuratProject",67,13,"il1","AR007","P1"
"71#26#70_15","SeuratProject",221,30,"il1","AR007","P1"
"71#34#89_15","SeuratProject",147,21,"il1","AR007","P1"
"71#52#59_15","SeuratProject",157,20,"il1","AR007","P1"
"71#62#64_15","SeuratProject",858,30,"il1","AR007","P1"
"71#64#6_15","SeuratProject",1239,30,"il1","AR007","P1"
"71#84#16_15","SeuratProject",237,26,"il1","AR007","P1"
"71#87#73_15","SeuratProject",213,23,"il1","AR007","P1"
"72#10#76_15","SeuratProject",110,13,"il1","AR007","P1"
"72#13#11_15","SeuratProject",181,18,"il1","AR007","P1"
"72#21#43_15","SeuratProject",137,16,"il1","AR007","P1"
"72#26#21_15","SeuratProject",2354,38,"il1","AR007","P1"
"72#34#6_15","SeuratProject",593,31,"il1","AR007","P1"
"72#51#34_15","SeuratProject",537,26,"il1","AR007","P1"
"72#68#87_15","SeuratProject",918,28,"il1","AR007","P1"
"72#8#53_15","SeuratProject",1877,34,"il1","AR007","P1"
"72#8#61_15","SeuratProject",1101,31,"il1","AR007","P1"
"72#88#82_15","SeuratProject",790,36,"il1","AR007","P1"
"72#93#1_15","SeuratProject",357,27,"il1","AR007","P1"
"72#96#61_15","SeuratProject",389,25,"il1","AR007","P1"
"73#21#57_15","SeuratProject",79,15,"il1","AR007","P1"
"73#3#11_15","SeuratProject",509,28,"il1","AR007","P1"
"73#38#50_15","SeuratProject",2151,38,"il1","AR007","P1"
"73#40#31_15","SeuratProject",1765,35,"il1","AR007","P1"
"73#41#35_15","SeuratProject",853,31,"il1","AR007","P1"
"73#55#31_15","SeuratProject",142,23,"il1","AR007","P1"
"73#56#25_15","SeuratProject",1608,32,"il1","AR007","P1"
"73#83#96_15","SeuratProject",1004,30,"il1","AR007","P1"
"73#86#33_15","SeuratProject",649,27,"il1","AR007","P1"
"73#9#4_15","SeuratProject",1933,37,"il1","AR007","P1"
"73#9#55_15","SeuratProject",326,31,"il1","AR007","P1"
"73#90#76_15","SeuratProject",1228,33,"il1","AR007","P1"
"73#91#13_15","SeuratProject",2092,36,"il1","AR007","P1"
"73#96#77_15","SeuratProject",191,25,"il1","AR007","P1"
"74#12#41_15","SeuratProject",354,28,"il1","AR007","P1"
"74#15#15_15","SeuratProject",765,33,"il1","AR007","P1"
"74#18#79_15","SeuratProject",446,27,"il1","AR007","P1"
"74#2#44_15","SeuratProject",252,27,"il1","AR007","P1"
"74#28#93_15","SeuratProject",138,20,"il1","AR007","P1"
"74#29#36_15","SeuratProject",1278,39,"il1","AR007","P1"
"74#34#35_15","SeuratProject",284,22,"il1","AR007","P1"
"74#34#9_15","SeuratProject",1796,36,"il1","AR007","P1"
"74#38#60_15","SeuratProject",692,28,"il1","AR007","P1"
"74#52#11_15","SeuratProject",1586,36,"il1","AR007","P1"
"74#61#11_15","SeuratProject",1147,33,"il1","AR007","P1"
"74#67#31_15","SeuratProject",116,23,"il1","AR007","P1"
"74#7#8_15","SeuratProject",339,28,"il1","AR007","P1"
"75#13#70_15","SeuratProject",110,20,"il1","AR007","P1"
"75#24#19_15","SeuratProject",222,24,"il1","AR007","P1"
"75#25#57_15","SeuratProject",201,19,"il1","AR007","P1"
"75#28#86_15","SeuratProject",330,25,"il1","AR007","P1"
"75#33#36_15","SeuratProject",783,28,"il1","AR007","P1"
"75#41#95_15","SeuratProject",259,24,"il1","AR007","P1"
"75#42#49_15","SeuratProject",80,16,"il1","AR007","P1"
"75#47#72_15","SeuratProject",181,23,"il1","AR007","P1"
"75#5#11_15","SeuratProject",153,18,"il1","AR007","P1"
"75#50#1_15","SeuratProject",1477,37,"il1","AR007","P1"
"75#53#68_15","SeuratProject",1425,34,"il1","AR007","P1"
"75#58#62_15","SeuratProject",346,25,"il1","AR007","P1"
"75#67#65_15","SeuratProject",1316,27,"il1","AR007","P1"
"75#77#74_15","SeuratProject",472,31,"il1","AR007","P1"
"75#8#19_15","SeuratProject",479,31,"il1","AR007","P1"
"75#87#53_15","SeuratProject",717,29,"il1","AR007","P1"
"75#94#73_15","SeuratProject",158,26,"il1","AR007","P1"
"75#95#82_15","SeuratProject",908,36,"il1","AR007","P1"
"76#11#83_15","SeuratProject",289,31,"il1","AR007","P1"
"76#18#70_15","SeuratProject",284,26,"il1","AR007","P1"
"76#26#19_15","SeuratProject",158,24,"il1","AR007","P1"
"76#28#87_15","SeuratProject",1038,33,"il1","AR007","P1"
"76#34#25_15","SeuratProject",1796,36,"il1","AR007","P1"
"76#64#1_15","SeuratProject",389,27,"il1","AR007","P1"
"76#64#3_15","SeuratProject",267,25,"il1","AR007","P1"
"76#8#53_15","SeuratProject",169,21,"il1","AR007","P1"
"76#93#64_15","SeuratProject",1368,35,"il1","AR007","P1"
"77#1#44_15","SeuratProject",241,24,"il1","AR007","P1"
"77#11#4_15","SeuratProject",3482,39,"il1","AR007","P1"
"77#24#9_15","SeuratProject",2162,35,"il1","AR007","P1"
"77#3#26_15","SeuratProject",244,23,"il1","AR007","P1"
"77#42#4_15","SeuratProject",1122,34,"il1","AR007","P1"
"77#5#83_15","SeuratProject",343,30,"il1","AR007","P1"
"77#68#3_15","SeuratProject",2344,39,"il1","AR007","P1"
"77#76#9_15","SeuratProject",2527,37,"il1","AR007","P1"
"77#79#12_15","SeuratProject",251,26,"il1","AR007","P1"
"77#79#47_15","SeuratProject",842,32,"il1","AR007","P1"
"77#84#52_15","SeuratProject",1267,35,"il1","AR007","P1"
"77#85#55_15","SeuratProject",1455,32,"il1","AR007","P1"
"78#1#22_15","SeuratProject",371,22,"il1","AR007","P1"
"78#29#94_15","SeuratProject",1194,32,"il1","AR007","P1"
"78#3#4_15","SeuratProject",175,22,"il1","AR007","P1"
"78#55#52_15","SeuratProject",284,26,"il1","AR007","P1"
"78#58#78_15","SeuratProject",190,27,"il1","AR007","P1"
"78#58#83_15","SeuratProject",101,18,"il1","AR007","P1"
"78#68#94_15","SeuratProject",183,25,"il1","AR007","P1"
"78#69#80_15","SeuratProject",327,24,"il1","AR007","P1"
"78#70#5_15","SeuratProject",191,26,"il1","AR007","P1"
"78#80#26_15","SeuratProject",511,24,"il1","AR007","P1"
"78#80#66_15","SeuratProject",823,32,"il1","AR007","P1"
"79#13#35_15","SeuratProject",4352,39,"il1","AR007","P1"
"79#14#16_15","SeuratProject",2485,36,"il1","AR007","P1"
"79#22#29_15","SeuratProject",339,27,"il1","AR007","P1"
"79#41#27_15","SeuratProject",172,23,"il1","AR007","P1"
"79#43#64_15","SeuratProject",1073,34,"il1","AR007","P1"
"79#55#14_15","SeuratProject",327,28,"il1","AR007","P1"
"79#55#56_15","SeuratProject",266,27,"il1","AR007","P1"
"79#57#21_15","SeuratProject",3110,37,"il1","AR007","P1"
"79#59#12_15","SeuratProject",1052,35,"il1","AR007","P1"
"79#65#1_15","SeuratProject",940,31,"il1","AR007","P1"
"79#9#91_15","SeuratProject",78,18,"il1","AR007","P1"
"79#93#12_15","SeuratProject",428,24,"il1","AR007","P1"
"79#95#1_15","SeuratProject",288,27,"il1","AR007","P1"
"8#25#13_15","SeuratProject",225,20,"il1","AR007","P1"
"8#27#50_15","SeuratProject",330,24,"il1","AR007","P1"
"8#42#1_15","SeuratProject",1940,36,"il1","AR007","P1"
"8#6#65_15","SeuratProject",637,27,"il1","AR007","P1"
"8#65#21_15","SeuratProject",302,22,"il1","AR007","P1"
"8#74#4_15","SeuratProject",1463,36,"il1","AR007","P1"
"8#78#36_15","SeuratProject",749,28,"il1","AR007","P1"
"8#8#27_15","SeuratProject",193,17,"il1","AR007","P1"
"8#92#79_15","SeuratProject",368,27,"il1","AR007","P1"
"8#93#63_15","SeuratProject",786,36,"il1","AR007","P1"
"80#16#50_15","SeuratProject",153,23,"il1","AR007","P1"
"80#19#94_15","SeuratProject",1855,38,"il1","AR007","P1"
"80#51#22_15","SeuratProject",116,24,"il1","AR007","P1"
"80#54#42_15","SeuratProject",400,29,"il1","AR007","P1"
"80#66#20_15","SeuratProject",143,21,"il1","AR007","P1"
"80#67#37_15","SeuratProject",157,28,"il1","AR007","P1"
"80#70#30_15","SeuratProject",913,29,"il1","AR007","P1"
"80#71#1_15","SeuratProject",295,33,"il1","AR007","P1"
"80#85#4_15","SeuratProject",1848,35,"il1","AR007","P1"
"80#95#81_15","SeuratProject",165,21,"il1","AR007","P1"
"81#24#70_15","SeuratProject",556,33,"il1","AR007","P1"
"81#32#82_15","SeuratProject",401,26,"il1","AR007","P1"
"81#38#34_15","SeuratProject",67,14,"il1","AR007","P1"
"81#40#2_15","SeuratProject",145,21,"il1","AR007","P1"
"81#40#24_15","SeuratProject",891,28,"il1","AR007","P1"
"81#42#67_15","SeuratProject",145,20,"il1","AR007","P1"
"81#53#44_15","SeuratProject",137,20,"il1","AR007","P1"
"81#55#77_15","SeuratProject",950,30,"il1","AR007","P1"
"81#65#7_15","SeuratProject",909,33,"il1","AR007","P1"
"81#74#84_15","SeuratProject",103,12,"il1","AR007","P1"
"81#74#87_15","SeuratProject",558,31,"il1","AR007","P1"
"82#19#27_15","SeuratProject",993,34,"il1","AR007","P1"
"82#19#82_15","SeuratProject",513,32,"il1","AR007","P1"
"82#3#79_15","SeuratProject",405,32,"il1","AR007","P1"
"82#41#54_15","SeuratProject",502,27,"il1","AR007","P1"
"82#49#71_15","SeuratProject",139,22,"il1","AR007","P1"
"82#66#13_15","SeuratProject",131,19,"il1","AR007","P1"
"83#12#58_15","SeuratProject",528,28,"il1","AR007","P1"
"83#25#83_15","SeuratProject",612,31,"il1","AR007","P1"
"83#31#49_15","SeuratProject",392,23,"il1","AR007","P1"
"83#44#15_15","SeuratProject",877,31,"il1","AR007","P1"
"83#49#86_15","SeuratProject",97,19,"il1","AR007","P1"
"83#52#43_15","SeuratProject",1697,31,"il1","AR007","P1"
"83#56#89_15","SeuratProject",1316,34,"il1","AR007","P1"
"83#67#38_15","SeuratProject",213,29,"il1","AR007","P1"
"83#69#90_15","SeuratProject",514,28,"il1","AR007","P1"
"83#8#25_15","SeuratProject",705,32,"il1","AR007","P1"
"83#92#63_15","SeuratProject",169,28,"il1","AR007","P1"
"83#92#68_15","SeuratProject",277,23,"il1","AR007","P1"
"84#14#35_15","SeuratProject",399,26,"il1","AR007","P1"
"84#15#68_15","SeuratProject",832,32,"il1","AR007","P1"
"84#2#20_15","SeuratProject",221,21,"il1","AR007","P1"
"84#21#72_15","SeuratProject",1351,31,"il1","AR007","P1"
"84#25#76_15","SeuratProject",262,16,"il1","AR007","P1"
"84#3#27_15","SeuratProject",666,30,"il1","AR007","P1"
"84#35#75_15","SeuratProject",138,19,"il1","AR007","P1"
"84#40#70_15","SeuratProject",161,22,"il1","AR007","P1"
"84#44#24_15","SeuratProject",144,20,"il1","AR007","P1"
"84#45#6_15","SeuratProject",605,31,"il1","AR007","P1"
"84#47#47_15","SeuratProject",1358,27,"il1","AR007","P1"
"84#49#64_15","SeuratProject",130,23,"il1","AR007","P1"
"84#59#1_15","SeuratProject",791,34,"il1","AR007","P1"
"84#60#82_15","SeuratProject",1236,34,"il1","AR007","P1"
"84#61#43_15","SeuratProject",154,24,"il1","AR007","P1"
"84#76#34_15","SeuratProject",500,24,"il1","AR007","P1"
"84#9#64_15","SeuratProject",192,24,"il1","AR007","P1"
"85#10#60_15","SeuratProject",341,24,"il1","AR007","P1"
"85#18#23_15","SeuratProject",184,21,"il1","AR007","P1"
"85#28#33_15","SeuratProject",429,27,"il1","AR007","P1"
"85#45#19_15","SeuratProject",192,27,"il1","AR007","P1"
"85#47#22_15","SeuratProject",343,21,"il1","AR007","P1"
"85#49#37_15","SeuratProject",191,26,"il1","AR007","P1"
"85#54#4_15","SeuratProject",1363,30,"il1","AR007","P1"
"85#57#95_15","SeuratProject",1422,32,"il1","AR007","P1"
"85#63#70_15","SeuratProject",169,28,"il1","AR007","P1"
"85#75#27_15","SeuratProject",313,23,"il1","AR007","P1"
"85#78#1_15","SeuratProject",288,26,"il1","AR007","P1"
"85#85#26_15","SeuratProject",328,20,"il1","AR007","P1"
"85#88#8_15","SeuratProject",158,23,"il1","AR007","P1"
"85#9#62_15","SeuratProject",1253,32,"il1","AR007","P1"
"85#90#53_15","SeuratProject",297,30,"il1","AR007","P1"
"86#10#69_15","SeuratProject",242,22,"il1","AR007","P1"
"86#22#21_15","SeuratProject",246,29,"il1","AR007","P1"
"86#26#59_15","SeuratProject",337,26,"il1","AR007","P1"
"86#36#37_15","SeuratProject",340,27,"il1","AR007","P1"
"86#40#72_15","SeuratProject",415,27,"il1","AR007","P1"
"86#48#47_15","SeuratProject",568,29,"il1","AR007","P1"
"86#49#77_15","SeuratProject",1110,31,"il1","AR007","P1"
"86#66#34_15","SeuratProject",814,30,"il1","AR007","P1"
"86#73#11_15","SeuratProject",451,30,"il1","AR007","P1"
"86#73#78_15","SeuratProject",647,32,"il1","AR007","P1"
"86#78#27_15","SeuratProject",928,31,"il1","AR007","P1"
"87#27#33_15","SeuratProject",682,33,"il1","AR007","P1"
"87#31#57_15","SeuratProject",245,21,"il1","AR007","P1"
"87#34#38_15","SeuratProject",246,26,"il1","AR007","P1"
"87#44#6_15","SeuratProject",215,27,"il1","AR007","P1"
"87#47#67_15","SeuratProject",2805,39,"il1","AR007","P1"
"87#49#2_15","SeuratProject",851,31,"il1","AR007","P1"
"87#54#23_15","SeuratProject",1890,34,"il1","AR007","P1"
"87#62#44_15","SeuratProject",227,26,"il1","AR007","P1"
"87#68#45_15","SeuratProject",1521,35,"il1","AR007","P1"
"87#77#52_15","SeuratProject",525,30,"il1","AR007","P1"
"87#94#29_15","SeuratProject",191,24,"il1","AR007","P1"
"87#96#96_15","SeuratProject",753,33,"il1","AR007","P1"
"88#14#34_15","SeuratProject",1285,30,"il1","AR007","P1"
"88#16#35_15","SeuratProject",115,21,"il1","AR007","P1"
"88#21#27_15","SeuratProject",182,21,"il1","AR007","P1"
"88#22#4_15","SeuratProject",703,28,"il1","AR007","P1"
"88#30#86_15","SeuratProject",154,23,"il1","AR007","P1"
"88#35#48_15","SeuratProject",192,26,"il1","AR007","P1"
"88#4#9_15","SeuratProject",167,19,"il1","AR007","P1"
"88#51#89_15","SeuratProject",1637,36,"il1","AR007","P1"
"88#55#18_15","SeuratProject",665,28,"il1","AR007","P1"
"88#7#18_15","SeuratProject",280,31,"il1","AR007","P1"
"89#18#47_15","SeuratProject",547,27,"il1","AR007","P1"
"89#40#27_15","SeuratProject",192,25,"il1","AR007","P1"
"89#41#8_15","SeuratProject",1463,27,"il1","AR007","P1"
"89#42#95_15","SeuratProject",154,22,"il1","AR007","P1"
"89#5#51_15","SeuratProject",404,31,"il1","AR007","P1"
"89#61#13_15","SeuratProject",772,27,"il1","AR007","P1"
"89#74#27_15","SeuratProject",397,24,"il1","AR007","P1"
"89#78#21_15","SeuratProject",267,27,"il1","AR007","P1"
"89#80#35_15","SeuratProject",462,29,"il1","AR007","P1"
"9#20#58_15","SeuratProject",974,28,"il1","AR007","P1"
"9#22#81_15","SeuratProject",1142,35,"il1","AR007","P1"
"9#4#9_15","SeuratProject",101,23,"il1","AR007","P1"
"9#43#80_15","SeuratProject",482,30,"il1","AR007","P1"
"9#52#63_15","SeuratProject",1362,35,"il1","AR007","P1"
"9#54#40_15","SeuratProject",1908,34,"il1","AR007","P1"
"9#59#1_15","SeuratProject",1294,37,"il1","AR007","P1"
"9#59#47_15","SeuratProject",147,19,"il1","AR007","P1"
"9#79#74_15","SeuratProject",1078,31,"il1","AR007","P1"
"90#12#4_15","SeuratProject",331,24,"il1","AR007","P1"
"90#2#80_15","SeuratProject",119,22,"il1","AR007","P1"
"90#2#96_15","SeuratProject",518,28,"il1","AR007","P1"
"90#20#17_15","SeuratProject",417,31,"il1","AR007","P1"
"90#23#73_15","SeuratProject",501,24,"il1","AR007","P1"
"90#27#18_15","SeuratProject",1776,35,"il1","AR007","P1"
"90#27#72_15","SeuratProject",168,24,"il1","AR007","P1"
"90#34#90_15","SeuratProject",1580,31,"il1","AR007","P1"
"90#39#8_15","SeuratProject",287,23,"il1","AR007","P1"
"90#4#5_15","SeuratProject",714,28,"il1","AR007","P1"
"90#45#13_15","SeuratProject",561,28,"il1","AR007","P1"
"90#50#78_15","SeuratProject",80,17,"il1","AR007","P1"
"90#51#35_15","SeuratProject",286,25,"il1","AR007","P1"
"90#64#17_15","SeuratProject",1973,35,"il1","AR007","P1"
"90#66#36_15","SeuratProject",862,29,"il1","AR007","P1"
"90#68#77_15","SeuratProject",183,24,"il1","AR007","P1"
"90#71#63_15","SeuratProject",289,22,"il1","AR007","P1"
"90#91#73_15","SeuratProject",2478,36,"il1","AR007","P1"
"90#93#96_15","SeuratProject",303,29,"il1","AR007","P1"
"91#10#29_15","SeuratProject",254,24,"il1","AR007","P1"
"91#17#39_15","SeuratProject",704,29,"il1","AR007","P1"
"91#19#94_15","SeuratProject",1309,34,"il1","AR007","P1"
"91#25#29_15","SeuratProject",384,24,"il1","AR007","P1"
"91#25#32_15","SeuratProject",205,29,"il1","AR007","P1"
"91#28#18_15","SeuratProject",399,26,"il1","AR007","P1"
"91#31#53_15","SeuratProject",531,26,"il1","AR007","P1"
"91#38#18_15","SeuratProject",265,23,"il1","AR007","P1"
"91#40#92_15","SeuratProject",371,24,"il1","AR007","P1"
"91#5#14_15","SeuratProject",246,28,"il1","AR007","P1"
"91#56#4_15","SeuratProject",1241,32,"il1","AR007","P1"
"91#57#37_15","SeuratProject",2221,38,"il1","AR007","P1"
"91#66#18_15","SeuratProject",1239,33,"il1","AR007","P1"
"91#66#83_15","SeuratProject",272,26,"il1","AR007","P1"
"91#7#17_15","SeuratProject",1293,30,"il1","AR007","P1"
"91#72#28_15","SeuratProject",823,31,"il1","AR007","P1"
"91#74#78_15","SeuratProject",250,27,"il1","AR007","P1"
"91#77#31_15","SeuratProject",186,26,"il1","AR007","P1"
"91#80#32_15","SeuratProject",1635,33,"il1","AR007","P1"
"91#92#82_15","SeuratProject",243,27,"il1","AR007","P1"
"92#14#83_15","SeuratProject",1081,31,"il1","AR007","P1"
"92#15#15_15","SeuratProject",1600,33,"il1","AR007","P1"
"92#15#8_15","SeuratProject",260,24,"il1","AR007","P1"
"92#17#25_15","SeuratProject",115,19,"il1","AR007","P1"
"92#20#19_15","SeuratProject",408,26,"il1","AR007","P1"
"92#20#28_15","SeuratProject",233,23,"il1","AR007","P1"
"92#33#6_15","SeuratProject",222,25,"il1","AR007","P1"
"92#43#67_15","SeuratProject",124,21,"il1","AR007","P1"
"92#5#50_15","SeuratProject",142,22,"il1","AR007","P1"
"92#52#80_15","SeuratProject",204,24,"il1","AR007","P1"
"92#61#12_15","SeuratProject",358,25,"il1","AR007","P1"
"92#7#11_15","SeuratProject",439,33,"il1","AR007","P1"
"92#74#76_15","SeuratProject",128,20,"il1","AR007","P1"
"92#86#69_15","SeuratProject",891,32,"il1","AR007","P1"
"92#93#55_15","SeuratProject",427,28,"il1","AR007","P1"
"93#13#17_15","SeuratProject",1304,35,"il1","AR007","P1"
"93#13#47_15","SeuratProject",1166,28,"il1","AR007","P1"
"93#15#5_15","SeuratProject",301,28,"il1","AR007","P1"
"93#16#11_15","SeuratProject",169,22,"il1","AR007","P1"
"93#3#4_15","SeuratProject",278,23,"il1","AR007","P1"
"93#3#83_15","SeuratProject",231,29,"il1","AR007","P1"
"93#37#55_15","SeuratProject",251,25,"il1","AR007","P1"
"93#4#61_15","SeuratProject",803,27,"il1","AR007","P1"
"93#54#94_15","SeuratProject",1330,32,"il1","AR007","P1"
"93#55#93_15","SeuratProject",977,29,"il1","AR007","P1"
"93#58#68_15","SeuratProject",537,29,"il1","AR007","P1"
"93#60#24_15","SeuratProject",1353,36,"il1","AR007","P1"
"93#61#4_15","SeuratProject",1693,36,"il1","AR007","P1"
"93#63#16_15","SeuratProject",804,30,"il1","AR007","P1"
"93#72#32_15","SeuratProject",364,23,"il1","AR007","P1"
"93#83#62_15","SeuratProject",685,21,"il1","AR007","P1"
"94#18#42_15","SeuratProject",640,29,"il1","AR007","P1"
"94#18#89_15","SeuratProject",314,25,"il1","AR007","P1"
"94#38#17_15","SeuratProject",975,32,"il1","AR007","P1"
"94#38#54_15","SeuratProject",1006,37,"il1","AR007","P1"
"94#4#28_15","SeuratProject",1020,30,"il1","AR007","P1"
"94#44#43_15","SeuratProject",191,25,"il1","AR007","P1"
"94#51#17_15","SeuratProject",1313,33,"il1","AR007","P1"
"94#51#81_15","SeuratProject",879,32,"il1","AR007","P1"
"94#6#18_15","SeuratProject",461,25,"il1","AR007","P1"
"94#61#9_15","SeuratProject",180,23,"il1","AR007","P1"
"94#69#95_15","SeuratProject",165,23,"il1","AR007","P1"
"94#76#21_15","SeuratProject",344,31,"il1","AR007","P1"
"94#80#45_15","SeuratProject",256,22,"il1","AR007","P1"
"94#82#11_15","SeuratProject",220,25,"il1","AR007","P1"
"94#87#4_15","SeuratProject",229,20,"il1","AR007","P1"
"94#91#63_15","SeuratProject",124,18,"il1","AR007","P1"
"95#13#80_15","SeuratProject",1307,36,"il1","AR007","P1"
"95#16#1_15","SeuratProject",166,25,"il1","AR007","P1"
"95#29#43_15","SeuratProject",205,24,"il1","AR007","P1"
"95#30#71_15","SeuratProject",182,21,"il1","AR007","P1"
"95#31#26_15","SeuratProject",192,22,"il1","AR007","P1"
"95#31#95_15","SeuratProject",291,21,"il1","AR007","P1"
"95#32#42_15","SeuratProject",328,23,"il1","AR007","P1"
"95#32#81_15","SeuratProject",844,34,"il1","AR007","P1"
"95#38#86_15","SeuratProject",170,22,"il1","AR007","P1"
"95#39#72_15","SeuratProject",1384,33,"il1","AR007","P1"
"95#4#72_15","SeuratProject",1379,32,"il1","AR007","P1"
"95#47#5_15","SeuratProject",1455,34,"il1","AR007","P1"
"95#5#23_15","SeuratProject",1048,32,"il1","AR007","P1"
"95#55#76_15","SeuratProject",248,27,"il1","AR007","P1"
"95#57#77_15","SeuratProject",306,24,"il1","AR007","P1"
"95#58#25_15","SeuratProject",2006,34,"il1","AR007","P1"
"95#67#94_15","SeuratProject",1440,35,"il1","AR007","P1"
"95#77#63_15","SeuratProject",262,19,"il1","AR007","P1"
"95#81#16_15","SeuratProject",915,31,"il1","AR007","P1"
"95#85#2_15","SeuratProject",707,34,"il1","AR007","P1"
"95#88#72_15","SeuratProject",926,30,"il1","AR007","P1"
"95#92#95_15","SeuratProject",1331,31,"il1","AR007","P1"
"96#16#15_15","SeuratProject",297,27,"il1","AR007","P1"
"96#16#18_15","SeuratProject",797,36,"il1","AR007","P1"
"96#2#19_15","SeuratProject",431,26,"il1","AR007","P1"
"96#20#51_15","SeuratProject",454,30,"il1","AR007","P1"
"96#30#57_15","SeuratProject",1095,31,"il1","AR007","P1"
"96#36#79_15","SeuratProject",1321,31,"il1","AR007","P1"
"96#38#8_15","SeuratProject",1425,37,"il1","AR007","P1"
"96#41#19_15","SeuratProject",496,35,"il1","AR007","P1"
"96#53#27_15","SeuratProject",270,26,"il1","AR007","P1"
"96#57#40_15","SeuratProject",752,33,"il1","AR007","P1"
"96#59#71_15","SeuratProject",194,23,"il1","AR007","P1"
"96#64#9_15","SeuratProject",2081,34,"il1","AR007","P1"
"96#8#30_15","SeuratProject",585,29,"il1","AR007","P1"
"96#81#66_15","SeuratProject",458,25,"il1","AR007","P1"
"1#16#4_16","SeuratProject",121,22,"pbs","AR008b","P3"
"1#20#61_16","SeuratProject",674,31,"pbs","AR008b","P3"
"1#35#18_16","SeuratProject",1254,39,"pbs","AR008b","P3"
"1#5#21_16","SeuratProject",824,35,"pbs","AR008b","P3"
"1#50#12_16","SeuratProject",71,15,"pbs","AR008b","P3"
"1#91#38_16","SeuratProject",809,36,"pbs","AR008b","P3"
"10#29#30_16","SeuratProject",112,15,"pbs","AR008b","P3"
"10#31#74_16","SeuratProject",418,32,"pbs","AR008b","P3"
